Time, Temperature,
11.000000,19.200000
11.500000,19.300000
12.000000,19.400000
12.500000,19.500000
13.000000,19.600000
13.500000,19.700000
14.000000,19.800000
14.500000,19.900000
15.000000,20.000000
15.500000,20.100000
16.000000,20.200000
16.500000,20.300000
17.000000,20.400000
17.500000,20.500000
18.000000,20.600000
18.500000,20.700000
19.000000,20.800000
19.500000,20.900000
20.000000,21.000000
20.500000,21.100000
21.000000,21.200000
21.500000,21.300000
22.000000,21.400000
22.500000,21.500000
23.000000,21.600000
23.500000,21.700000
24.000000,21.800000
24.500000,21.900000
25.000000,22.000000
25.500000,22.100000
26.000000,22.200000
26.500000,22.300000
27.000000,22.400000
27.500000,22.500000
28.000000,22.600000
28.500000,22.700000
29.000000,22.800000
29.500000,22.900000
30.000000,23.000000
30.500000,23.100000
31.000000,23.200000
31.500000,23.300000
32.000000,23.400000
32.500000,23.500000
33.000000,23.600000
33.500000,23.700000
